symbol,sector,pe_ratio,market_cap,revenue_growth,industry,forward_pe,enterprise_value,earnings_growth,profit_margin,operating_margin,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,shares_outstanding,float_shares,short_ratio,book_value,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,last_updated,error
ACTG,Industrials,,359682144.0,4.116,Business Equipment & Supplies,-17.809525,187417168.0,,-0.05208,0.30786,-0.018819999,0.009649999,20.351,6.155,5.597,,0.0,0.593,96171696.0,33044597.0,7.26,5.617,0.66583586,1.617174,0.843,3.597,2025-07-30T21:00:38.465563,
ACTU,Healthcare,,132825368.0,,Biotechnology,-5.0775127,128935696.0,,0.0,0.0,,-4.13435,,0.464,0.425,,0.0,,19619700.0,5978110.0,3.61,-0.26,-26.038462,,,,2025-07-30T21:00:39.137283,
ACTV,,24.413202,,,,,,,,,,,,,,0.83,,,,,,,,,,,2025-07-30T21:00:39.228485,
ACU,Consumer Defensive,16.709805,161521296.0,-0.026,Household & Personal Products,19.022322,192024848.0,0.064,0.05327,0.11833999,0.09498,0.05085,30.238,4.313,1.695,1.5,0.2392,0.66,3790690.0,2961763.0,1.94,30.045,1.4182061,0.83231807,0.99,9.53,2025-07-30T21:00:39.401503,
ACV,Financial Services,4.8961043,234659888.0,,Asset Management,,,,0.0,0.0,,,,,,9.55,0.4675,,10374000.0,,1.24,,,,,,2025-07-30T21:00:39.578932,
ACVA,Consumer Cyclical,,2542244608.0,0.254,Auto & Truck Dealerships,-108.38462,2275191040.0,,-0.10983,-0.070760004,-0.16494,-0.041339997,47.023,1.499,1.464,,0.0,1.706,171064992.0,167477565.0,8.52,2.578,5.465477,3.770959,3.375,-41.665,2025-07-30T21:00:40.351759,
ACVF,,27.915447,,,,,,,,,,,,,,0.61,,,,,,,,,,,2025-07-30T21:00:40.531360,
ACVT,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:00:40.618666,
ACWI,,22.342716,,,,,,,,,,,,,,1.58,,,,,,,,,,,2025-07-30T21:00:40.722790,
ACWV,,18.904203,6068676096.0,,,,,,,,,,,,,2.37,,,51600000.0,,,,,,,,2025-07-30T21:00:41.586698,
ACWX,,16.441803,,,,,,,,,,,,,,2.65,,,,,,,,,,,2025-07-30T21:00:41.762824,
ACXP,Healthcare,,11169379.0,,Biotechnology,-0.24322581,4208678.0,,0.0,0.0,-2.85786,-1.06675,,1.927,1.862,,0.0,-1.224,29627000.0,10388497.0,0.03,0.103,3.6601942,,,,2025-07-30T21:00:41.850443,
ADAG,Healthcare,,93748104.0,-0.873,Biotechnology,-2.884058,50484056.0,,0.0,-170.82393,-0.55208,-0.21922001,36.604,2.299,2.231,,0.0,0.74,47109600.0,12798488.0,0.64,1.072,1.8563433,908.37665,489.168,-1.433,2025-07-30T21:00:42.066092,
ADAP,Healthcare,,27803956.0,0.283,Biotechnology,-0.27605265,155966464.0,,-0.38909,-6.04955,,-0.14186,,2.017,1.575,,0.0,2.186,265052000.0,1046757646.0,6.7,-0.145,-0.72344834,0.15477683,0.868,-4.29,2025-07-30T21:00:42.798706,
ADBE,Technology,23.747599,157250945024.0,0.106,Software - Application,18.03893,158118936576.0,0.129,0.30392,0.35909998,0.52254003,0.17851,57.486,0.993,0.824,,0.0,1.509,424200000.0,422995272.0,2.28,26.81,13.826931,6.9576983,6.996,17.798,2025-07-30T21:00:42.891140,
ADBG,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:00:43.062790,
ADC,Real Estate,41.53672,8114107904.0,0.132,REIT - Retail,40.395603,11206107136.0,-0.018,0.30045998,0.48626,0.035469998,0.023039998,52.674,1.166,1.124,4.18,1.7050999,0.55,110019000.0,107714733.0,9.53,49.81,1.4760088,12.741964,17.597,20.272,2025-07-30T21:00:43.252066,
ADC$A,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:00:45.192561,HTTP Error 404: 
ADCT,Healthcare,,324434304.0,0.276,Biotechnology,-1.9395974,541814272.0,,-1.97636,-1.23579,,-0.27025,,4.464,3.918,,0.0,1.902,112261000.0,81482896.0,6.05,-2.402,-1.2031641,4.279176,7.146,-4.364,2025-07-30T21:00:45.756526,
ADD,Communication Services,0.00014072553,25277148.0,,Entertainment,,5617334.0,,0.0,-6.7695503,-2.0234,-0.32898,38.54,1.612,0.052,,0.0,2.794,29472600.0,1819092.0,0.3,1.441,0.59493405,14.280874,3.174,-0.779,2025-07-30T21:00:45.935308,
ADEA,Technology,19.636362,1406160000.0,0.051,Software - Application,9.529411,1758479104.0,10.988,0.19863,0.32724,0.20432,0.085769996,120.375,2.935,2.803,1.54,0.303,1.204,108500000.0,105930576.0,5.11,3.591,3.6090224,3.697609,4.624,8.281,2025-07-30T21:00:46.225368,
ADFI,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,2025-07-30T21:00:46.425979,
ADGM,Healthcare,,22457136.0,,Medical Devices,,28077084.0,,0.0,-58.22917,,-0.82755995,149.875,2.893,2.159,,0.0,0.108,15381600.0,3170756.0,2.95,0.806,1.8114145,38.988083,48.745,-0.872,2025-07-30T21:00:46.879423,
ADI,Technology,62.874657,114509225984.0,0.223,Semiconductors,30.603449,119352057856.0,0.871,0.18652001,0.25745,0.05213,0.02994,20.62,2.077,1.397,1.72,1.019,1.018,496248000.0,494441853.0,2.64,70.551,3.2706835,11.662414,12.156,27.305,2025-07-30T21:00:46.983143,
ADIL,Healthcare,,9561773.0,,Biotechnology,-0.4557143,2422831.0,,0.0,0.0,-2.17007,-1.07379,,1.985,1.786,,0.0,1.021,15775900.0,7846338.0,0.01,0.32,1.8940626,,,-0.278,2025-07-30T21:00:47.067062,
ADIV,,12.838023,,,,,,,,,,,,,,4.45,,,,,,,,,,,2025-07-30T21:00:50.712667,
ADM,Consumer Defensive,19.084507,26040389632.0,-0.077,Farm Products,10.690335,37829390336.0,-0.57,0.01629,0.01229,0.05888,0.01791,55.504,1.382,0.362,3.76,0.70769995,0.673,480449984.0,475126629.0,3.14,46.081,1.1761898,0.3105296,0.451,14.494,2025-07-30T21:00:50.809241,
ADMA,Healthcare,21.738096,4359282688.0,0.402,Biotechnology,25.36111,4369675264.0,0.414,0.45011002,0.30384,0.78452003,0.22062,21.963,6.576,3.197,,0.0,0.432,238734000.0,233957174.0,4.45,1.565,11.667731,9.489471,9.512,27.32,2025-07-30T21:00:50.913248,
ADME,,27.24154,,,,,,,,,,,,,,0.45,,,,,,,,,,,2025-07-30T21:00:50.997950,
ADN,Industrials,,5100254.0,-0.952,Electrical Equipment & Parts,-95.5,5359246.0,,0.0,-22.25758,,-0.53851,,0.063,0.046,,0.0,0.7,2670290.0,2359144.0,0.71,-9.362,-0.20401622,7.6123195,7.999,-0.338,2025-07-30T21:00:51.112535,
ADNT,Consumer Cyclical,,1855086464.0,-0.037,Auto Parts,6.437318,4103087616.0,,-0.01856,0.03212,-0.0817,0.02763,130.396,1.109,0.753,,0.0,1.693,84016600.0,83201683.0,5.28,19.663,1.1229212,0.12896875,0.285,5.691,2025-07-30T21:00:52.111090,
ADNWW,Industrials,,,,Electrical Equipment & Parts,,,,0.0,35.86066,,-0.53718,,0.094,0.08,,,0.738,,2359144.0,,-9.362,-0.00059816276,,,,2025-07-30T21:00:52.211158,
ADP,Technology,31.558285,125284081664.0,0.057,Software - Application,28.393745,126970093568.0,0.063,0.19791001,0.29549998,0.76289004,0.055710003,74.577,1.015,0.136,2.0,0.6012,0.77,405923008.0,405050015.0,2.91,14.411,21.416973,6.201384,6.285,21.343,2025-07-30T21:00:52.415457,
ADPT,Healthcare,,1578417536.0,0.252,Biotechnology,-11.053192,1605249792.0,,-0.74837,-0.56450003,-0.61030996,-0.15049,115.897,2.921,2.716,,0.0,1.834,151916992.0,117012336.0,3.89,1.253,8.292099,8.328193,8.47,-13.672,2025-07-30T21:00:52.498305,
ADPV,,26.729128,,,,,,,,,,,,,,0.65,,,,,,,,,,,2025-07-30T21:00:52.607304,
ADSE,Industrials,,663567680.0,-0.555,Electrical Equipment & Parts,-22.407408,656551872.0,,-0.89042,-0.11512,,-0.0394,,1.86,0.808,,0.0,0.401,54840300.0,17248874.0,1.61,-0.818,-14.792176,6.0317206,5.968,-218.124,2025-07-30T21:00:53.600394,
ADSEW,Industrials,,,-0.555,Electrical Equipment & Parts,,,,-0.89042,-0.11512,,-0.0394,,1.86,0.808,,,0.378,,21007058.0,,-0.818,-1.6381419,,,,2025-07-30T21:00:53.802020,
ADSK,Technology,65.796135,65597669376.0,0.152,Software - Application,33.39978,66118541312.0,-0.397,0.15945,0.21004,0.42361,0.08842,97.211,0.654,0.515,,0.0,1.444,213944992.0,213413640.0,1.58,12.229,25.072367,10.335225,10.417,44.405,2025-07-30T21:00:53.910490,
ADT,Industrials,11.746479,6839475712.0,0.068,Security & Protection Services,10.425,14703805440.0,0.899,0.123059995,0.26571,0.17141001,0.05152,216.422,0.458,0.256,2.64,0.3099,1.222,765336000.0,395422360.0,1.45,4.43,1.8826187,1.3520113,2.907,5.5,2025-07-30T21:00:53.990826,
ADTN,Technology,,761111040.0,0.095,Communication Equipment,45.285717,1296162048.0,,-0.13912,-0.01565,-0.19186,-0.02881,38.527,2.016,0.936,,0.0,1.325,80032704.0,72915038.0,1.68,1.743,5.45611,0.8060132,1.373,40.397,2025-07-30T21:00:54.100772,
ADTX,Healthcare,,2795822.0,-0.987,Biotechnology,-0.101860054,5209090.0,,0.0,-5508.9536,-2.04369,-0.4632,25.836,0.08,0.076,,0.0,1.325,2431150.0,2120052.0,0.08,13.734,0.0837338,50.536343,94.158,-0.243,2025-07-30T21:00:55.092263,
ADUR,Industrials,,353078880.0,-0.388,Pollution & Treatment Controls,-24.95652,328018432.0,,0.0,-48.39505,-1.11615,-0.65444,1.464,15.707,13.545,,0.0,1.535,30696600.0,18571477.0,1.36,0.437,26.270021,1364.3346,1267.498,-33.093,2025-07-30T21:00:55.297464,
ADUS,Healthcare,24.409502,1985078912.0,0.203,Medical Care Facilities,18.5378,2112606976.0,0.196,0.0652,0.09036,0.09182999,0.06521,25.197,1.743,1.606,,0.0,0.81,18399100.0,17313285.0,4.45,54.827,1.9678261,1.6384474,1.744,15.054,2025-07-30T21:00:55.406356,
ADV,Communication Services,,463766144.0,-0.046,Advertising Agencies,3.1086955,2021921152.0,,-0.10712,-0.0197,-0.43197,0.02079,241.427,1.989,1.726,,0.0,2.091,324312000.0,122392106.0,12.35,2.152,0.66449815,0.13150129,0.573,6.404,2025-07-30T21:00:55.497426,
ADVB,Healthcare,,11685600.0,,Diagnostics & Research,,8569770.0,,0.0,0.0,-1.16234,-0.24642,50.082,1.88,1.313,,0.0,,21640000.0,4118958.0,0.34,0.191,2.8272252,,,-3.876,2025-07-30T21:00:55.603157,
ADVE,,14.193149,,,,,,,,,,,,,,5.18,,,,,,,,,,,2025-07-30T21:00:56.593631,
ADVM,Healthcare,,51600028.0,,Biotechnology,-0.46341464,61695112.0,,0.0,-158.181,-1.44506,-0.48763,352.653,3.565,3.311,,0.0,0.699,20890700.0,12277484.0,3.34,1.265,1.9525692,51.60003,61.695,-0.398,2025-07-30T21:00:56.690759,
ADVWW,Communication Services,,,-0.046,Advertising Agencies,,,,-0.10712,-0.0197,-0.43197,0.02079,241.427,1.989,1.726,,,2.091,,122392106.0,,2.152,0.0058085504,,,,2025-07-30T21:00:56.901362,
ADX,Financial Services,4.681818,2543082240.0,-0.01,Asset Management,,2543019264.0,-0.301,15.89165,0.62492,0.21084999,0.0046,,0.643,0.155,8.51,0.5411,0.911,117572000.0,115838302.0,2.38,22.646,0.9551355,73.53749,73.536,,2025-07-30T21:00:56.984493,
ADXN,Healthcare,,8816353.0,-0.698,Biotechnology,-162.8,797756864.0,,35.217392,-8.53229,-1.63145,-0.2509,0.485,3.025,2.707,,0.0,1.99,1069140.0,26107116.0,0.08,0.084,96.90477,35.81161,3240.451,-334.977,2025-07-30T21:00:57.194019,
AEBI,Industrials,25.743591,779097984.0,-0.037,Farm & Heavy Construction Machinery,,499772320.0,-0.763,0.02231,0.061189998,,,132.88,2.078,0.953,,0.0,,77599400.0,2568034.0,0.55,69.041,0.14542083,0.723838,0.464,5.576,2025-07-30T21:00:57.783528,
AEE,Utilities,22.133036,27062398976.0,0.156,Utilities - Regulated Electric,20.288618,46708240384.0,0.092,0.15929,0.24603,0.10159001,0.02686,158.916,0.857,0.444,2.85,0.6031,0.495,271112000.0,268959956.0,5.87,45.205,2.2081628,3.562717,6.149,14.293,2025-07-30T21:00:58.181942,
AEF,Financial Services,15.512821,245638480.0,-0.082,Asset Management,,346024384.0,-0.758,2.45089,0.2982,0.06526,0.0077600004,13.225,0.029,0.028,9.92,1.0,0.877,40601400.0,,0.51,5.959,1.0152711,30.498484,42.962,,2025-07-30T21:00:58.492405,
AEFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:00:58.586912,
AEG,Financial Services,16.431818,11456731136.0,0.017,Insurance - Diversified,24.931036,15063768064.0,,0.053590003,0.05934,0.07166,0.00066,74.015,6.947,1.916,6.07,0.8663,0.889,1558659968.0,1208674901.0,0.99,4.59,1.5751634,0.8923383,1.173,26.198,2025-07-30T21:00:58.696536,
AEHL,Industrials,,20093492.0,1.014,Building Products & Equipment,,11069055.0,,-0.106750004,-0.08676,-0.52099,-0.25939,26.215,2.517,0.221,,0.0,0.732,2616580.0,837799.0,0.71,26.816,0.1448762,0.20343103,0.112,-0.983,2025-07-30T21:00:59.396022,
AEHR,Technology,,561805568.0,-0.151,Semiconductor Equipment & Materials,39.957447,548105856.0,,-0.06631,-0.16609,-0.033350002,-0.0195,8.814,5.677,2.706,,0.0,2.299,29915100.0,26548121.0,3.53,4.113,4.5660105,9.527296,9.295,-273.916,2025-07-30T21:00:59.696818,
AEI,Real Estate,,15725034.0,-0.824,Real Estate - Development,,-16605435.0,,-0.3435,-3.09335,-0.07271,-0.02658,3.167,11.219,10.273,,0.0,1.232,11735100.0,3736345.0,0.09,7.113,0.18838747,0.97683185,-1.032,6.079,2025-07-30T21:00:59.899955,
AEIS,Industrials,71.823235,5354974720.0,0.235,Electrical Equipment & Parts,28.556227,5313072128.0,3.475,0.04715,0.08131,0.063379996,0.02579,55.377,4.43,3.133,0.28,0.202,1.522,37655400.0,37293139.0,6.74,32.462,4.3808146,3.434565,3.408,31.789,2025-07-30T21:00:59.983529,
AEM,Basic Materials,26.872343,63714054144.0,0.349,Gold,27.697369,63621234688.0,1.325,0.26479998,0.50082,0.114479996,0.07807,5.918,2.37,1.067,1.27,0.3404,0.491,503484992.0,501859805.0,3.29,43.05,2.933798,7.139487,7.129,12.12,2025-07-30T21:01:00.193500,
AEMD,Healthcare,,2412984.0,,Medical Devices,-1.8181819,-2260417.0,,0.0,0.0,-2.45882,-0.74824,16.16,3.133,2.896,,0.0,1.693,2010820.0,1648464.0,0.36,2.548,0.4709576,,,0.251,2025-07-30T21:01:00.992276,
AEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:01.183458,
AENT,Communication Services,22.260868,260799488.0,0.009,Entertainment,6.5641026,361161728.0,,0.01102,0.01658,0.12956999,0.03931,105.018,1.298,0.625,,0.0,0.418,50937400.0,11705927.0,1.08,1.911,2.6792254,0.24313772,0.337,13.644,2025-07-30T21:01:01.391795,
AENTW,Communication Services,,,0.009,Entertainment,,,,0.01102,0.01658,0.12956999,0.03931,105.018,1.298,0.625,,,0.418,,11705927.0,,1.911,0.14903192,,,,2025-07-30T21:01:01.488011,
AEO,Consumer Cyclical,11.7653055,1997779968.0,-0.047,Apparel Retail,5.943299,3677044736.0,,0.0373,-0.062470004,0.12194,0.05189,119.868,1.381,0.402,4.34,0.5102,1.437,173268000.0,157469636.0,2.46,8.508,1.355195,0.3787703,0.697,7.1,2025-07-30T21:01:01.679195,
AEON,Healthcare,0.002566979,8795601.0,,Biotechnology,-1.1275362,12949576.0,,0.0,0.0,,-1.58881,,1.426,1.209,,0.0,0.704,11305400.0,7857908.0,1.68,-1.074,-0.7243948,,,-0.608,2025-07-30T21:01:02.380288,
AEP,Utilities,21.084944,58344779776.0,0.087,Utilities - Regulated Electric,18.543295,104854683648.0,-0.211,0.13712,0.24148001,0.10421,0.028900001,171.503,0.417,0.221,3.41,0.69879997,0.404,534195008.0,533244159.0,7.87,51.162,2.1347876,2.89423,5.201,13.154,2025-07-30T21:01:02.679114,
AER,Industrials,10.016,20425955328.0,0.029,Rental & Leasing Services,9.205883,65084731392.0,0.152,0.26532,0.58904,0.12517999,0.03675,269.263,1.115,0.689,0.96,0.0907,1.378,181274000.0,170222529.0,2.28,97.369,1.1572472,2.5356257,8.079,15.293,2025-07-30T21:01:02.895599,
AERT,Industrials,,41395268.0,-0.033,Consulting Services,,54984844.0,,-0.28083,-0.07375,,-0.37927,,0.658,0.424,,0.0,-0.298,47152600.0,10554509.0,0.25,-0.127,-6.912598,0.589693,0.783,-2.14,2025-07-30T21:01:02.972588,
AERTW,Industrials,,,-0.068,Consulting Services,,,,0.23811,-0.29288998,,-0.29025,2794.385,0.702,0.508,,,-0.771,,9879844.0,,-0.127,-0.26220474,,,,2025-07-30T21:01:03.193369,
AES,Utilities,7.298913,9561125888.0,-0.052,Utilities - Diversified,6.6157637,44081123328.0,-0.892,0.10669,0.14081,0.05583,0.024619998,361.561,0.843,0.378,5.24,0.3769,0.941,711923008.0,707743828.0,1.6,4.871,2.7571342,0.78893685,3.637,13.919,2025-07-30T21:01:03.769183,
AESI,Energy,46.366665,2307599616.0,0.545,Oil & Gas Equipment & Services,7.0252523,2200025344.0,-0.962,0.02961,0.0761,0.029040001,0.03111,42.206,1.622,1.351,7.19,3.1332998,1.148,123637000.0,93807500.0,10.98,10.525,1.3216152,1.9878002,1.895,9.029,2025-07-30T21:01:04.165904,
AESR,,25.515738,,,,,,,,,,,,,,0.16,,,,,,,,,,,2025-07-30T21:01:04.382035,
AETH,,,,,,,,,,,,,,,,15.31,,,,,,,,,,,2025-07-30T21:01:04.464404,
AEVA,Technology,,1124111744.0,0.598,Software - Infrastructure,-9.244344,1045925632.0,,0.0,-9.031469,-1.13704,-0.51548,4.082,2.877,2.566,,0.0,1.949,55022600.0,18964655.0,2.08,1.252,16.317892,108.86227,101.29,-7.781,2025-07-30T21:01:04.568631,
AEVAW,Technology,,,0.598,Software - Infrastructure,,,,0.0,-9.031469,-1.13704,-0.51548,4.082,2.877,2.566,,,1.949,,18964655.0,,1.252,0.3913738,,,,2025-07-30T21:01:08.073277,
AEYE,Technology,,157223744.0,0.204,Software - Application,157.75,160851856.0,,-0.13281,-0.09658,-0.76106,-0.068169996,149.673,1.304,1.238,,0.0,0.906,12458300.0,8606574.0,6.29,0.638,19.780563,4.2664714,4.365,-78.046,2025-07-30T21:01:08.297939,
AFB,Financial Services,inf,290898400.0,0.027,Asset Management,,509544928.0,,0.00403,0.874,0.00031,0.024389999,64.999,0.562,0.562,4.7,0.192,0.613,28744900.0,,0.2,11.756,0.86083704,11.001459,19.27,,2025-07-30T21:01:08.285930,
AFBI,Financial Services,17.849813,121360304.0,0.047,Banks - Regional,,85694288.0,1.062,0.22466,0.3414,0.056649998,0.0078100003,,,,,0.0,0.348,6295340.0,4464780.0,2.98,19.713,0.9779232,3.8628864,2.728,,2025-07-30T21:01:08.383951,
AFCG,Real Estate,5.055556,102811808.0,-0.059,REIT - Mortgage,2.7914112,210502624.0,,0.50945,0.66266996,0.07626,0.04887,55.283,10.022,9.67,22.86,1.5222,1.112,22596000.0,18232040.0,5.65,8.887,0.5119838,2.5053742,5.13,,2025-07-30T21:01:08.494676,
AFG,Financial Services,13.20378,10498211840.0,-0.014,Insurance - Property & Casualty,10.661577,10864209920.0,-0.364,0.100080006,0.12081,0.18513,0.02345,39.003,2.077,0.8,2.55,0.3172,0.708,83518000.0,65625090.0,3.23,52.493,2.394605,1.3149062,1.361,8.949,2025-07-30T21:01:09.421647,
AFGB,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:09.743719,
AFGC,,,18793470.0,,,,,,,,,,,,,,,,998060.0,,,,,,,,2025-07-30T21:01:09.842378,
AFGD,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:09.938815,
AFGE,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:10.141815,
AFIF,,,,,,,,,,,,,,,,4.49,,,,,,,,,,,2025-07-30T21:01:10.721198,
AFIX,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:11.133125,
AFJK,Financial Services,49.086956,69114328.0,,Shell Companies,,69862424.0,-0.697,0.0,0.0,,,,0.005,0.004,,0.0,,6121730.0,3988921.0,0.02,-0.387,-29.173126,,,,2025-07-30T21:01:11.421008,
AFJKR,,,,,,,,-0.697,0.0,0.0,,,,0.005,0.004,,,,,3988921.0,,-0.387,-0.82687336,,,,2025-07-30T21:01:11.522545,
AFJKU,Financial Services,,,,Shell Companies,,69617552.0,-0.697,0.0,0.0,,,,0.005,0.004,,,,,3988921.0,,-0.387,-29.069767,,,,2025-07-30T21:01:11.628905,
AFK,,9.090364,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:01:11.999389,
AFL,Financial Services,15.679627,54507827200.0,-0.375,Insurance - Life,14.061367,58209832960.0,-0.985,0.21274,0.057389997,0.14408,0.02343,42.513,1.38,1.235,2.3,0.32349998,0.798,540644992.0,535865726.0,3.03,48.55,2.076622,3.2274158,3.447,12.553,2025-07-30T21:01:12.719759,
AFLG,,21.716614,,,,,,,,,,,,,,0.75,,,,,,,,,,,2025-07-30T21:01:12.918382,
AFMC,,15.712989,,,,,,,,,,,,,,0.97,,,,,,,,,,,2025-07-30T21:01:13.022796,
AFOS,,27.88938,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:13.215158,
AFRI,Consumer Defensive,,207680352.0,,Farm Products,,368408288.0,,-0.08871,-0.01021,-1.3517799,-0.0063,3122.084,0.373,0.185,,0.0,0.37,26901600.0,3281994.0,16.3,-0.062,-124.51613,0.7573411,1.343,194.822,2025-07-30T21:01:13.408758,
AFRIW,Consumer Defensive,,,,Farm Products,,,,-0.08871,-0.01021,-1.3517799,-0.0063,3122.084,0.373,0.185,,,0.373,,3281994.0,,-0.062,-6.2112904,,,,2025-07-30T21:01:14.214017,
AFRM,Technology,,21923895296.0,0.359,Software - Infrastructure,144.59575,27922280448.0,,-0.020680001,-0.0107,-0.02262,-0.013789999,255.948,13.474,10.443,,0.0,3.639,281825984.0,268361228.0,2.69,8.914,7.6239624,7.2905164,9.285,440.345,2025-07-30T21:01:14.411214,
AFSC,,18.424927,,,,,,,,,,,,,,0.0,,,,,,,,,,,2025-07-30T21:01:14.610943,
AFSM,,14.403852,,,,,,,,,,,,,,0.7,,,,,,,,,,,2025-07-30T21:01:14.722893,
AFYA,Consumer Defensive,10.582089,1281713152.0,0.164,Education & Training Services,8.3905325,3368014336.0,0.245,0.19791001,0.39785,0.16814,0.08161,72.091,1.422,1.379,1.64,0.17899999,0.589,46586100.0,7491784.0,2.31,48.737,0.2909494,0.37297592,0.98,2.581,2025-07-30T21:01:14.895048,
AG,Basic Materials,,4081617920.0,1.301,Silver,32.269234,4294166016.0,,-0.1232,0.15524,-0.039330002,0.01382,8.284,3.192,2.654,0.21,0.0673,1.146,484590016.0,437580350.0,0.81,4.999,1.6783357,5.843137,6.147,19.319,2025-07-30T21:01:15.710127,
AGAE,Communication Services,,69954776.0,-0.044,Entertainment,,43372800.0,,-2.21661,-2.30827,-0.30803,-0.08492,54.497,2.408,1.83,,0.0,1.693,38018900.0,6860127.0,1.94,1.554,1.1840411,7.7941904,4.832,-3.018,2025-07-30T21:01:15.907951,
AGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01T16:51:47.500348,
AGCO,Industrials,,8032569344.0,-0.3,Farm & Heavy Construction Machinery,15.951111,10895160320.0,-0.938,-0.054,0.029360002,-0.1455,0.03554,76.102,1.528,0.519,1.08,0.5133,1.236,74603600.0,61868253.0,5.27,51.077,2.1079938,0.7448806,1.01,10.477,2025-07-30T21:01:16.097200,
AGD,,12.380435,283213504.0,,,,,,,,,,,,,,,,24865100.0,,,10.555,1.0791094,,,,2025-07-30T21:01:16.201992,
AGEM,,14.017877,,,,,,,,,,,,,,3.07,,,,,,,,,,,2025-07-30T21:01:16.396729,
AGEN,Healthcare,0.19858156,161210784.0,-0.141,Biotechnology,-0.60681117,254216080.0,,-1.91504,-0.5531,,-0.28696,,0.111,0.09,,0.0,1.515,27416800.0,26885786.0,1.52,-12.869,-0.45691195,1.6198182,2.554,-2.773,2025-07-30T21:01:17.197810,
AGFY,Industrials,,48702652.0,,Farm & Heavy Construction Machinery,-7.6533747,34868748.0,,0.0,-6.8791804,-3.8313198,-0.20389,39.576,1.492,1.367,,0.0,9.942,1952010.0,1224616.0,1.13,13.741,1.8157339,4.7663584,3.412,-2.734,2025-07-30T21:01:17.403495,
AGG,,126.08418,56601509888.0,,,,,,,,,,,,,3.79,,,572600000.0,,,115.396,0.8566154,,,,2025-07-30T21:01:17.497091,
AGGA,,60.262253,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:17.697735,
AGGH,,,,,,,,,,,,,,,,7.58,,,,,,,,,,,2025-07-30T21:01:17.882982,
AGGS,,,,,,,,,,,,,,,,5.11,,,,,,,,,,,2025-07-30T21:01:18.685570,
AGGY,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,2025-07-30T21:01:18.889254,
AGH,Consumer Cyclical,,29703202.0,-0.145,Leisure,,22118094.0,-0.294,-0.08033,0.26577,-0.0385,-0.02162,6.464,9.347,8.985,,0.0,,13880000.0,4237980.0,0.2,0.81,2.6419754,9.66556,7.197,-206.297,2025-07-30T21:01:19.083365,
AGI,Basic Materials,41.419353,10844406784.0,0.2,Gold,23.345455,10764019712.0,-0.659,0.18356001,0.27718002,0.07855,0.06458,7.855,1.487,0.865,0.39,0.16129999,0.471,420564992.0,419202786.0,2.98,8.555,3.0017533,7.7332997,7.676,15.421,2025-07-30T21:01:19.195193,
AGIH,,,,,,,,,,,,,,,,3.68,,,,,,,,,,,2025-07-30T21:01:19.378422,
AGIO,Healthcare,3.2694974,2185140480.0,0.066,Biotechnology,-6.205592,1344705408.0,,17.98258,-12.21969,0.60258,-0.22882,3.61,18.497,17.124,,0.0,0.728,57915200.0,51245685.0,6.44,25.334,1.4893029,59.002037,36.309,-3.093,2025-07-30T21:01:20.185733,
AGIX,,34.96851,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:20.382113,
AGL,Healthcare,,798927360.0,-0.045,Medical Care Facilities,-6.892857,473861920.0,,-0.0404,-0.01408,-0.42972,-0.088479996,8.4,1.201,1.18,,0.0,0.162,413952000.0,307330219.0,5.61,1.211,1.5937243,0.13340005,0.079,-1.721,2025-07-30T21:01:20.479705,
AGM,Financial Services,10.784302,1839613184.0,-0.033,Credit Services,9.897335,31175729152.0,-0.063,0.56808,0.69294,0.13512999,0.0066000004,1962.022,1.443,1.429,3.44,0.3525,1.007,9402080.0,10284170.0,0.93,101.941,1.7116764,5.145555,87.201,,2025-07-30T21:01:22.634031,
AGM$D,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:22.737381,HTTP Error 404: 
AGM$E,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:23.674824,HTTP Error 404: 
AGM$F,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:23.594583,HTTP Error 404: 
AGM$G,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-30T21:01:24.217887,HTTP Error 404: 
